Title,Body,CreaDate,Tags,State,Reactions,Comments,Link,Keywords,Topic_id,,,,,,
rnn tflite fails convert lstm quantization,hi mlperf tiny mlcommons org en news mlperf tiny working implement streaming lstm benchmark audio speech enhancement based paper arxiv org abs since audio playback typically uses bits sample seems ml model synthesizing audio bit activations however tflite seem support quantization lstms shows streaming lstm model converting tflite way work around problem bit activations lstm hugely impactful embedded audio community system information os platform distribution linux ubuntu ubuntu pip package built source pip install cpu library version pip package built source research drive mqq yqqwh hjgotsxtu sma xiz xm sharing failure conversion runtimebug dynanmic tensors recorded calibration failed tensor tensor,2023-02-09T03:09:31Z,"stat:awaiting tensorflower, type:bug, comp:lite, TFLiteConverter, TF 2.11",OPEN,6,9,https://github.com/tensorflow/tensorflow/issues/59626,"tflite, convert, android, output, interpreter, converter, delegate, inference, input, quantization",1,模型转换失败,,,,,TFLite fails to convert LSTM to 16x8 quantization
tpu xla compilation tf,getting xla cloud tpu version system information cloud tpu tf env txt files tf env txt system info sanity log message removed tf env txt attached current behavior model partial implementation transformer xla message message following expected behavior expect message reproduce reproduce py py zip files py zip py following also zipped info logs actually avoided py modified slightly change lines note fix works cloud tpu may work machines also reproduced multiple tf versions rc py able reproduce rc py able reproduce rc py able reproduce py able reproduce py able reproduce py module nanmed contrib import tf versions vanilla tf docker images fix divide numbers also fixes versions well tf version higher tested significant api changes spend creating new new api calls reproduced images reproduced py img alt tpu,2019-07-10T22:38:18Z,"type:bug, comp:tpus, comp:xla, TF 1.14",CLOSED,0,33,https://github.com/tensorflow/tensorflow/issues/30580,"tutorial, org, feature, issue, tpu, estimator, column, master, one, also",6,模型推理失败,,,,,模型推理时TPU has XLA compilation issue on TF 1.14
tf keras computes incorrect loss values masking,system information written custom opposed stock example script provided os platform distribution linux ubuntu linux ubuntu installed source binanry pip install pip install tf preview version command dev version current behavior fitting lstm model masking layer keras binanry crossentropy loss metric values different particular printed metric correct loss appears calculated without masking reproduce observe loss metric values different info logs already saw closed issues linked stackoverflow questions getting different values loss functions metrics tensorfl problem appears solved version problem persists also saw stackoverflow post stackoverflow questions function keras loss metric different values even without regula solution work changing import statements problem remains,2019-11-21T16:41:00Z,"stat:awaiting response, stat:awaiting tensorflower, type:bug, stale, comp:keras, TF 2.2",CLOSED,4,17,https://github.com/tensorflow/tensorflow/issues/34491,"behavior, expected, system_information, current_behavior, written, expected_behavior, command, script, provided, written_custom",19,模型推理实现问题,,,,,tf.keras计算模型结果错误
convert variables constants readvariableop enter dealing lstm gru,sure policy system information version version gpu gpu ti current behavior convert variables constants changes computed variables constants converts readvariableops identity however rnn models gru lstm variables attached enter op incompatible generated constants expected behavior model frozen loaded cnn however failed work rnn lstm gru reproduce info logs model frozen put lstm kernel black pd later however cannot valuebug input prefix lstm readvariableop enter passed float prefix lstm kernel incompatible expected resource,2019-02-13T14:34:46Z,"type:bug, comp:keras",CLOSED,5,13,https://github.com/tensorflow/tensorflow/issues/25721,"tensor, input, data, dataset, float, output, dtype, numpy, array, op",12,模型加载失败,,,,,模型无法在RNN中加载
reducelronplateau callback crashed learning tf keras optimizers schedules,sure policy master issues md address doc bugs performance issues feature requests issues tag template system information written custom opposed stock example script provided os platform distribution linux ubuntu linux ubuntu installed source binanry pip version command version current behavior tf keras callbacks reducelronplateau callbacks model fit fails model optimizer lr tf keras optimizers schedules example one tf keras optimizers schedules exponentialdecay optimizer following fail dd ff keras callbacks py dd ff keras callbacks py assumes lr float gives typebug float argument must string number exponentialdecay expected behavior reducelronplateau also work learning whose tf keras optimizers schedules reproduce provide reproducible test minimum necessary generate problem info logs include logs source helpful diagnose problem including tracebacks include traceback logs files attached,2020-02-10T05:09:31Z,"stat:awaiting response, type:bug, comp:keras, TF 2.0",CLOSED,5,13,https://github.com/tensorflow/tensorflow/issues/36612,"function, kera, variable, weight, eager, input, nanme, optimizer, graph, output",13,模型构建失败,,,,,构建模型tf.keras.callbacks.ReduceLROnPlateau回调失败
convert tflite unexpected attribute data format expected nhwc,trying convert frozen graph model drive anf wdj yw grpvewzbbkazpivcgc found lot related reports non actually solved issues issues issues system information os platform distribution linux ubuntu bit installed source binanry binanry cpu version command rc gaf dc version current behavior running jupyter following running shell reproduce,2019-07-28T18:46:17Z,"type:bug, comp:lite, TF 1.14",CLOSED,2,24,https://github.com/tensorflow/tensorflow/issues/31115,"behavior, expected, system_information, current_behavior, written, expected_behavior, command, script, provided, written_custom",19,模型转换失败,,,,,转换为TF Lite模型参数错误
keras model evaluate progress bar way long default,system information written custom opposed stock example script provided testing org tutorials keras basic classification os platform distribution linux ubuntu windows updated installed source binanry pip install gpu rc version command beta gc bb rc version cuda cudnn version gpu model memory geforce ti current behavior running basic classifier keras import data create model train evaluate script nanme py command prompt model evaluate prints insanely long progress bar many many pages long command prompt already maximized one already lot characters scroll waaay previous output expected behavior know turn verbosity expect sane defaults progress bars printed tf keras verbose thing huge useless reproduce,2019-09-07T21:33:14Z,"type:bug, comp:keras, TF 2.0",CLOSED,5,12,https://github.com/tensorflow/tensorflow/issues/32320,"behavior, expected, system_information, current_behavior, written, expected_behavior, command, script, provided, written_custom",19,模型打印结果过长,,,,,模型执行后打印出过长的进度条
tf failed model input model directly,system information written custom opposed stock example script provided os platform distribution linux ubuntu win mobile device iphone pixel samsung galaxy happens mobile device installed source binanry binanry version command version bazel version compiling source gcc compiler version compiling source cuda cudnn version gpu model memory current behavior model requires multiple inputs inputs go model layers inputs go loss function directly works past updated package unit test tf test drive find tf failed test tf noticed mainly due tensor goes directly loss function presented network nodes key nn keras model network nodes keras network py expected behavior expect model tf tf reproduce info logs,2019-04-05T16:14:12Z,"stat:awaiting tensorflower, type:bug, comp:keras, TF 2.0",CLOSED,5,12,https://github.com/tensorflow/tensorflow/issues/27543,"compiling, compiling_source, device, mobile, command, bazel, gcc, behavior, linux_ubuntu, compiler",14,模型推理失败,,,,,模型在TF2.0运行正常但在TF1.X运行失败
memory eager creating keras model loop,system information written custom opposed stock example script provided os platform distribution linux ubuntu arch linux mobile device iphone pixel samsung galaxy happens mobile device tested installed source binanry binanry version command ge dev version bazel version compiling source compiled source gcc compiler version compiling source compiled source cuda cudnn version cpu gpu model memory cpu current behavior eager execution creating tf keras sequential model inside loop discarding immediately memory increases following shows printing memory iteration output result happens functionanl api model subclassing api adding tf keras backend session loop solves cases graph effect better one additionanlly gc collect loop expected behavior adding tf keras backend session loop helps necessary eager execution graph according org api docs tf keras backend session seems thing function destroys current tf graph creates new one therefore also suprising function helps eager execution expected behavior memory even without tf keras backend session reproduce description info logs nothing,2019-07-02T19:55:51Z,"type:bug, comp:eager, TF 2.0",CLOSED,4,16,https://github.com/tensorflow/tensorflow/issues/30324,"function, kera, variable, weight, eager, input, nanme, optimizer, graph, output",13,模型构建时内存泄漏,,,,,Memory leak in eager mode when creating keras model in loop
bert preprocess model working windows,described bert model stackoverflow questions bert model exception try bert preprocessor windows trying access resource expected class lookup lookupinterface got class lookup lookupinterface,2020-12-31T18:22:20Z,"stat:awaiting response, type:bug, stale, TF 2.4",CLOSED,2,23,https://github.com/tensorflow/tensorflow/issues/46096,"tutorial, org, feature, issue, tpu, estimator, column, master, one, also",6,模型训练出错,,,,,bert模型在win10上训练出错
sess freezing windows rtx,deepfacelab software uses tf compat works upgrade rc tf sess freezed without bugs seems depends model complexity models big graph freeze instantly model simpler graph may freezed minutes know write reproduction os windows windows setting hardware accelerated gpu scheduling default graphics setting solves problem fwy iw images githubusercontent bea dce jpg,2020-12-14T07:09:30Z,"stat:awaiting response, type:bug, stale, comp:gpu, regression issue, TF 2.3",CLOSED,3,19,https://github.com/tensorflow/tensorflow/issues/45648,"image, cpu, githubusercontent, image_githubusercontent, training, running, thread, distribute, worker, docker",8,模型在操作系统上执行异常,,,,,tf 2.4.0在win10执行sess.run的模型被冻结
distributionstrategy supported tf keras models model fit generator,hi recently encountered nonimplemetedbug trying apply fit generator method tf keras models model multiworkerdistributionstrategy almost year since handlers added commit ce fd de diff de cbbbe wondering whether expect implementation added soon release tf example making efforts find workaround transform generator tf dataset tf data dataset generator replace fit generator fit encountered similar problem obtained object datasetv adapter also incompatible distribution strategies dare assume wide society tf users particular functionanlity great interest dealing domain specific data sets fit memory one often choice writing custom data generator big data involved training might crucial highly appreciate information current problem possible workarounds developers team thanks advance system information version dev willing contribute,2019-08-01T10:13:02Z,"type:bug, comp:dist-strat, comp:keras, TF 2.0",CLOSED,2,23,https://github.com/tensorflow/tensorflow/issues/31231,"tutorial, org, feature, issue, tpu, estimator, column, master, one, also",6,模型训练出错,,,,,fit_generator执行tf.keras.models.Model训练时出错
times slower theano small models,created small benchmark wjaskowski vs theano benchmark shows depending model architecture times slower theano depending model architecture question whether effect due design decision performance may solved future related fchollet keras issues,2016-11-10T12:23:06Z,"stat:contribution welcome, type:bug",CLOSED,2,23,https://github.com/tensorflow/tensorflow/issues/5516,"image, cpu, githubusercontent, image_githubusercontent, training, running, thread, distribute, worker, docker",8,模型训练性能相差过大，与竞品框架相比,,,,,TensorFlow is 1.3-7 times slower than Theano for small models
cannot transformer model token output accelerated hardware tf,description preface working month goal explained one sentence small bert model token output gpu android phone interpreter api gpu delegate api unfortunantely offer hesitate reach missing information understand reproduce really working system information os platform distribution linux ubuntu windows installed source binanry binanry version source model tf conversion simple bert based model classify something token following idea model created model converted tf format following conversion output following text bother much seem bugs running model android hardware acceleration introduce bugs side decided built benchmarking org performance measurement android benchmark provides following adb commands taken installed pushed model phone pixel running model cpu ran model cpu everything works following output everything worked expected running model gpu successful cpu,2023-01-11T23:14:46Z,"stat:awaiting tensorflower, type:bug, comp:lite, TFLiteGpuDelegate, TF 2.10",OPEN,5,11,https://github.com/tensorflow/tensorflow/issues/59232,"tutorial, org, feature, issue, tpu, estimator, column, master, one, also",6,模型在特定模式上执行失败,,,,,使用解释器API执行含有token-level输出的模型失败
tf constant folding failed invalid argument unsupported,system information installed source binanry binanry version command tf gpu preview dev version reproduce import numpy np import tf class model tf keras model def init super model init dense tf keras layers dense def inputs return dense inputs model model def forward batch ys tf tensorarray tf float batch tf range batch model tf newaxis ys ys write return ys def train forward func tf gradienttape tape ys forward func loss tf reduce ys grads tape gradient loss model trainanble weights return grads def big train tf gradienttape tape batch ys tf tensorarray tf float batch tf range batch model tf newaxis ys ys write ys ys loss tf reduce ys grads tape gradient loss model trainanble weights return grads np random rand astype np float codes buggy tf function train forward tf function big train codes normal tf function train tf function forward train tf function forward train forward big train def test tf tf exec test codes buggy test codes buggy test codes normal test codes normal test codes normal test codes normal info logs tf function train forward core grappler optimizers meta optimizer constant folding failed invalid argument unsupported core grappler optimizers meta optimizer constant folding failed invalid argument unsupported stream executor platform default loader,2019-06-07T08:47:54Z,"type:bug, comp:grappler, comp:ops, TF 2.0",CLOSED,1,27,https://github.com/tensorflow/tensorflow/issues/29525,"tensor, input, data, dataset, float, output, dtype, numpy, array, op",12,模型训练参数无效,,,,,constant folding failed: invalid argument: unsupported type: 21
invalidargumentbug restore variables version os directory,invalidargumentbug information try restore parts model later continue training due needing laptop class initialization saver tf train saver embeddings embeddings weights nce weights biases nce biases saver sess model checkpoint saver restore sess model checkpoint clarification requested tensorflowbutler written custom modified packtpublishing machine learning cookbook master chapter doc vec py work embeddings variable documents words average instead concatenantion also updated variables include nce weights nce biases training may resumed os platform distribution macos installed pip virtualenv according instructions org install install mac version bazel version nan cuda cudnn version nan gpu model memory nan exact command reproduce saver tf train saver embeddings embeddings weights nce weights biases nce biases saver restore sess trained model stuff,2018-04-22T06:03:46Z,type:bug,CLOSED,0,31,https://github.com/tensorflow/tensorflow/issues/18769,"tutorial, org, feature, issue, tpu, estimator, column, master, one, also",6,模型恢复失败,,,,,保存模型后恢复训练出现错误
model parallelism memory usage,system information written custom os platform distribution linux ubuntu mobile device installed binanry version version bazel version gcc compiler version compiling source cuda cudnn version gpu model memory tested geforce exact command reproduce cuda visible devices train py data datasets cityscapes input batch problem model training single gpu multiple gpus looks memory allocated several times model distributing several gpus total model increased almost triples thereby profit model parallelism even input return oom following screenshots show memory usage different gpus gpu gpu images githubusercontent af eac gpu gpu images githubusercontent bda de gpu gpu images githubusercontent ec cd gpu gpu images githubusercontent af bae source logs source reger men pspnet modelparallelism,2018-08-09T17:46:46Z,"stat:awaiting response, type:bug, stale, comp:runtime",CLOSED,4,15,https://github.com/tensorflow/tensorflow/issues/21522,"image, cpu, githubusercontent, image_githubusercontent, training, running, thread, distribute, worker, docker",8,模型训练性能待优化,,,,,在多个GPU上训练模型性能并没有更好
cannot resume training model model,system information written custom opposed stock example script provided os platform distribution centos linux installed binanry pip version rc version cuda cudnn version cuda cudnn gpu model memory titanx current behavior multi gpu system train networks several days model weights optimizer reload model loss spikes sharply tensorboard accuracy also shows sudden drop though loss recovers within epoch comply intended behavior saving training expected behavior api able resume training point loading model standalone reproduce minimal reproducible example tested multi gpu systems gpus script achieved deleting current model distribute strategy initializing simulate stop restart training process showing output research gist suraj maniyar baee cb restart training ipynb info logs tensorboard entry looks tensorboard images githubusercontent de aab bcb de toy example mnist steps training restarted loss spiked indicating checkpoint training configuration correctly training inceptionresnet network several days spike loss concerning restart training,2020-06-10T04:54:42Z,"type:bug, comp:keras, TF 2.2",CLOSED,0,31,https://github.com/tensorflow/tensorflow/issues/40342,"behavior, expected, system_information, current_behavior, written, expected_behavior, command, script, provided, written_custom",19,模型加载异常,,,,,加载保存的模型时性能下降
model cli fails input examples option contains string feature,sure policy master issues md address doc bugs performance issues feature requests issues tag template system information current behavior model accepts string features say subject body predict string content spam trying test inference model cli input examples produced message model signanture def info cmd problem occurs model cli py cb dd cdb ce tools model cli py checks feature contains string values try append feature bytes expects element bytes string expected behavior convert string bytes example reproduce info logs overflow post stackoverflow questions testing tf serving model fails bytes strings strings bytes confus reported pr fix thanks,2019-04-09T00:57:52Z,"stat:awaiting response, type:bug, stale, comp:runtime",CLOSED,6,6,https://github.com/tensorflow/tensorflow/issues/27662,"tutorial, org, feature, issue, tpu, estimator, column, master, one, also",6,模型推理失败,,,,,使用saved_model_cli --input_examples测试模型失败
class weight parameter fit function keras,os platform distribution linux ubuntu version version wanted test network small set records imbalanced classes going class weight parameter fit function improve balance unfortunantely problems probably associated tensor support without class weight parameter fit function works correctly also keras layers input input xception model effect,2019-03-14T21:12:52Z,"stat:awaiting response, type:bug, comp:keras, TF 1.13",CLOSED,5,10,https://github.com/tensorflow/tensorflow/issues/26714,"function, kera, variable, weight, eager, input, nanme, optimizer, graph, output",13,模型训练时参数错误,,,,,模型训练时class_weight参数错误
unresolved symbol eigenmatmulf linking compiled graph xla aot runtime,system information written custom opposed stock example script provided os platform distribution linux ubuntu windows mobile device iphone pixel samsung galaxy happens mobile device installed source binanry binanry version command version bazel version compiling source gcc compiler version compiling source cuda cudnn version gpu model memory current behavior compiling graph compiled model cli aot compile cpu following linking occurs think aot compile references include compiler xla service cpu runtime matmul instead include compiler xla service cpu runtime single threaded matmul expected behavior expect exported model compiled referencing files xla aot runtime stated master compiler tf xla standalone reproduce following graph compiled graph model cli script compiling sample cpp linking generated library xla aot cpu runtime ships pip package master compiler tf xla produces linking info logs,2020-07-31T16:31:22Z,"type:bug, comp:runtime, comp:xla, TF 2.2",CLOSED,1,26,https://github.com/tensorflow/tensorflow/issues/41938,"compiling, compiling_source, device, mobile, command, bazel, gcc, behavior, linux_ubuntu, compiler",14,模型构建失败,,,,,编译saved_model_cli aot_compile_cpu保存的模型失败
gradient defined training sequential model restored savedmodel tf keras models model,system information written custom opposed stock example script provided os platform distribution linux ubuntu macos mobile device iphone pixel samsung galaxy happens mobile device installed source binanry binanry version command version cuda cudnn version gpu model memory macbook pro icore current behavior training sequential model embedding lstm dense layer restored savedmodel model model tf keras models model imodel getting following lookupbug gradient defined operation op able train model model previously format tf keras models model model imdb model include optimizer format however work format tf well works models convolutionanl model specific model expected behavior able train model restored savedmodel reproduce script define sequential model following script restore model train imdb dataset info logs include logs source helpful diagnose problem including tracebacks include traceback logs files attached forward function backwards function forward backward len doutputs library frameworks framework versions packages core eager function py forward backward forward backward construct forward backward doutputs library frameworks framework versions packages core,2019-11-13T01:40:11Z,"stat:awaiting response, type:bug, comp:keras, TF 2.0",CLOSED,4,14,https://github.com/tensorflow/tensorflow/issues/34211,"function, kera, variable, weight, eager, input, nanme, optimizer, graph, output",13,模型训练出错,,,,,训练使用load_model加载的模型时失败
tflite concatenantion fails gpu delegate,sure policy master issues md address doc bugs performance issues feature requests issues tag template system information written custom opposed stock example script provided os platform distribution linux ubuntu mac mobile device iphone pixel samsung galaxy happens mobile device tested samsung galaxy installed source binanry binanry version command rc ge bf de version bazel version compiling source gcc compiler version compiling source cuda cudnn version gpu model memory current behavior concatenantion op non bchw dimensions fails gpu delegate model runs cpu delegate creating model tflite following benchmark runs cpu following benchmark fails gpu message expected behavior tflite model concat op succesfully cpu gpu standalone reproduce,2020-04-20T07:28:24Z,"stat:awaiting response, type:bug, stale, comp:lite, TF 2.1",CLOSED,0,30,https://github.com/tensorflow/tensorflow/issues/38701,"compiling, compiling_source, device, mobile, command, bazel, gcc, behavior, linux_ubuntu, compiler",14,模型在特定模式上执行失败,,,,,Concatenation Op for non BCHW dimensions fails on GPU delegate
precison metric compile method raises mismatch,system information written custom opposed stock example script provided os platform distribution linux ubuntu windows mobile device iphone pixel samsung galaxy happens mobile device mobile device installed source binanry installed pip command version command version bazel version compiling source gcc compiler version compiling source cuda cudnn version gpu model memory problem clearly sure convey feature request trying implement different training metrics keras sequential api however try implement precision method mismatch thing works sigmoid activation function instead softmax trying solve binanry classification problem create model runs try sigmoid activation fuction output unit binanry crossentropy loss source logs,2020-02-26T21:37:21Z,"stat:awaiting response, type:bug, stale, comp:keras, TF 2.1",CLOSED,3,18,https://github.com/tensorflow/tensorflow/issues/37104,"compiling, compiling_source, device, mobile, command, bazel, gcc, behavior, linux_ubuntu, compiler",14,模型在不同模式上训练失败,,,,,对tf.keras.Sequential执行不同的训练模式失败
memory overhead android,system information written custom opposed stock example script provided os platform distribution linux ubuntu nexus android installed source binanry source version command rc version bazel version compiling source homebrew cuda cudnn version gpu model memory exact command reproduce selective headers bazel opt copt dselective registration copt dsupport selective registration contrib android libtensorflow inference crosstool top externanl android crosstool host crosstool top tools cpp toolchain cpu armeabi added core kernels random shuffle queue op core kernels random shuffle op tf op files txt removed unused nodes bazel tools graph transforms transform graph bazel bin tools graph transforms transform graph graph model pb graph optimized model pb inputs input outputs output transforms strip unused nodes float problem android library lot memory expected almost seems maintaining reference input arrays memory usage balloons longer model example memory usage feed fetch commented source images githubusercontent ed timeframe difference feed fetch enanbled images githubusercontent bc memory usage three times worse longer leave model running memory usage increases eventually gets mb method called,2017-07-06T20:31:54Z,"stat:awaiting response, type:bug",CLOSED,0,30,https://github.com/tensorflow/tensorflow/issues/11334,"image, cpu, githubusercontent, image_githubusercontent, training, running, thread, distribute, worker, docker",8,模型训练推理内存泄漏,,,,,Tensorflow Android库内存泄漏
keras layer weights sublayers getting deleted creating model model summary plot model still shows weights part graph though,system information written custom opposed stock example script provided os platform distribution linux ubuntu enviroment installed source binanry default version default cuda cudnn version default gpu model memory tested gpu cpu collect information environment capture script tree master tools tf env collect sh also obtain version tf import tf tf version git version tf version version stream executor platform default loader opened dynanmic library libcudart current behavior created new model layers old model however layers weights old model showing new model model summary still weights think part graph weights layers missing altogether expected behavior weights component layers model standalone reproduce provide reproducible test minimum necessary generate problem possible share jupyter notebook colabnotebook minimal example reproduced research drive xnhdgh qo gt likwaou tml sharing edit also making layers scratch setting weights directly got result notebook,2020-06-20T21:55:16Z,"type:bug, comp:keras, TF 2.2",CLOSED,4,14,https://github.com/tensorflow/tensorflow/issues/40638,"tutorial, org, feature, issue, tpu, estimator, column, master, one, also",6,模型权重无法打印,,,,,使用个别层创建新模型时无法打印权重
failed connect addresses training tpu,hello current behavior running following try iterator dataset expected behavior able iterate dataset standalone reproduce found research drive jzafmrdmbgbgkg okej cl pgib uf sharing,2020-09-08T09:07:22Z,"stat:awaiting tensorflower, type:bug, comp:tpus, TF 2.5",CLOSED,0,30,https://github.com/tensorflow/tensorflow/issues/43037,"behavior, expected, system_information, current_behavior, written, expected_behavior, command, script, provided, written_custom",19,模型训练出错,,,,,使用Colab训练模型失败
memory multiworkermirroredstrategy training,system information written custom os platform distribution centos installed pip version version cpu current behavior multiworkermirroredstrategy training number training epochs increases memory usage also increasing beyond memory limitation memory usage stand alone training always stable cpu training memory infomation tensorboard profiler standalone reproduce note know multiworkermirroredstrategy reproduce steps easy training worker py training change ip ip machine ip codes execute command seperately memory change curve training machine shown images githubusercontent ee adc ff memory usage stand alone training,2020-08-24T08:27:07Z,"stat:awaiting tensorflower, type:bug, comp:dist-strat",OPEN,1,26,https://github.com/tensorflow/tensorflow/issues/42616,"image, cpu, githubusercontent, image_githubusercontent, training, running, thread, distribute, worker, docker",8,模型训练时内存泄漏,,,,,使用MultiWorkerMirroredStrategy进行训练时内存泄漏
saving weights format layer nested layers,system information written custom opposed stock example script provided os platform distribution linux ubuntu ubuntu installed source binanry binanry version command version current behavior given layer nested layers trying weights format fails standalone reproduce fails following epoch saving model logs fit model ckpt hdf traceback nfs tkrimer work mbe dlo internanl train cifar tf nested layers py module callbacks tensorboard callback localdrive users tkrimer venv tf packages keras engine training py method wrapper return method kwargs localdrive users tkrimer venv tf packages keras engine training py fit callbacks epoch epoch epoch logs localdrive users tkrimer venv tf packages keras callbacks py epoch callback epoch epoch logs localdrive users tkrimer venv tf packages keras callbacks py epoch model epoch epoch logs logs localdrive users tkrimer venv tf packages keras callbacks py model model weights filepath overwrite localdrive users tkrimer venv tf packages keras engine network py weights hdf format weights hdf layers localdrive users tkrimer venv tf packages keras saving hdf format py weights hdf param dset create,2020-07-02T08:50:02Z,"stat:awaiting response, type:bug, stale, comp:keras, TF 2.2",CLOSED,1,26,https://github.com/tensorflow/tensorflow/issues/41021,"function, kera, variable, weight, eager, input, nanme, optimizer, graph, output",13,模型保存失败,,,,,具有嵌套层的模型以h5形式保存失败
masked lstm gru cudnn randomly corrupted results crashes even inference,details summary expand summary reproduced tf source binanry version tf tf tf tf custom os platform distribution linux ubuntu mobile device response version bazel version response gcc compiler version response cuda cudnn version cudnn newer gpu model memory observed geforce ti geforce rtx collab current behaviour lstm gru mask cudnn implementation randomly corrupted results even inference sometimes even crash cuda illegal address taken quite able reproduce problem found manifests reliably important comments course problem manifests gpu available cpu implementation manifests cudnn older cudnn different rnn methods even recompiled tf tf cuda cudnn work manifests mask passed gru lstm masked rnn calls also specific problem data dependent batch sometimes sometimes trigger batch example sometimes rnn cuda illegal address crash program different gpu models differ frequently corruption happens cards seem trigger often cards seem trigger less still dimensionanlities cells larger problem manifests often note update cudnn long,2023-03-31T20:47:35Z,"stat:awaiting response, type:bug, comp:gpu, TF 2.12",CLOSED,2,22,https://github.com/tensorflow/tensorflow/issues/60192,"image, cpu, githubusercontent, image_githubusercontent, training, running, thread, distribute, worker, docker",8,模型硬件条件上推理失败,,,,,Masked LSTM和GRU在推理过程中出错
valuebug specifying tensorspec nanmes model,system information custom written define model given os platform distribution linux ubuntu installed via pip versions dev trialed version current behavior attempting model trained model raises eventual valuebug specifying tensorspec nanmes nested structures either nanmes specified also raises failing warning autograph transform function canonicalize signantures locals signanture wrapper efb report team filing set verbosity linux export autograph verbosity attach output bad argument number nanme expecting another visible output failed conversion json tf graphics layer raised graphics repository expected behaviour unsure asked raised team text standalone reproduce comment current output,2020-04-12T04:14:02Z,"stat:awaiting response, stat:awaiting tensorflower, type:bug, stale, comp:keras, TF 2.1, TF 2.2",CLOSED,4,14,https://github.com/tensorflow/tensorflow/issues/38465,"function, kera, variable, weight, eager, input, nanme, optimizer, graph, output",13,模型保存失败,,,,,model.save()执行失败
conversion fails failed start indices input axes vs stridedslice op requires start indices,system information os platform distribution linux ubuntu linux centos installed source binanry preinstalled server version source command converter api output converter invocation also include model graphdef failure details hello trying yolov coral edgetpu currently trying convert savedmodel pb format trained yolov quantized tflite model attached reason conversion failed able convert official pretrained mobilenetv savedmodel quantized tflite model exact repo yunyang examples tree master object detection yolov yolov implementation know causing failure conversion info logs include logs source helpful diagnose problem including tracebacks include traceback logs files attached yolov implementation yunyang examples tree master object detection yolov help,2020-02-06T16:09:29Z,"type:bug, comp:lite, TF 2.0",CLOSED,0,29,https://github.com/tensorflow/tensorflow/issues/36517,"tflite, convert, android, output, interpreter, converter, delegate, inference, input, quantization",1,模型转换失败,,,,,模型转换为.tflite失败
failed set new cublas math cublas status invalid,source binanry version gd ce custom os platform distribution linux ubuntu lts mobile device response version response bazel version response gcc compiler version response cuda cudnn version response gpu model memory response current behaviour dynanmic keras model nanmed symbol net executing forward method sometimes crashes follows dense layer model searched internet tries many solutions including combining work gpu gib multi machine running remains mib enough model quite small ibb co dzrfqkq take lot mem standalone reproduce log output,2022-08-22T04:27:34Z,"type:bug, comp:apis, TF 2.9",OPEN,3,17,https://github.com/tensorflow/tensorflow/issues/57359,"image, cpu, githubusercontent, image_githubusercontent, training, running, thread, distribute, worker, docker",8,模型推理失败,,,,,keras.Model推理失败
fix tidx tensorflowoplayer inconsistent values tidx float vs building nodedef,system information os platform distribution linux ubuntu windows installed source binanry pip version command version cuda cudnn version gpu model memory rtx upgrading newer version project based maskrcnn trying read model model json tf keras model model json,2021-02-22T11:54:57Z,"stat:awaiting response, type:bug, stale, comp:keras, TF 2.4",CLOSED,0,29,https://github.com/tensorflow/tensorflow/issues/47309,"behavior, expected, system_information, current_behavior, written, expected_behavior, command, script, provided, written_custom",19,模型加载失败,,,,,使用model_from_json读取模型失败
tflite hexagon delegate produces results particular model,system information written custom opposed stock example script provided os platform distribution linux ubuntu linux ubuntu host android target device mobile device iphone pixel samsung galaxy happens mobile device device snanpdragon installed source binanry source version command version bazel version compiling source gcc compiler version compiling source cuda cudnn version gpu model memory current behavior custom model trying enanble hexagon delegate output contains incorrect values hexagon delegate seems work models expected behavior expect hexagon delegate produce results cpu standalone reproduce difference cpu hexagon delegate observed inference diff tool tree master tools evaluation tasks inference diff inference diff tool info logs include logs source helpful diagnose problem including tracebacks include traceback logs files attached model test model zip files test model zip,2022-02-22T16:53:55Z,"stat:awaiting tensorflower, type:bug, TFLiteHexagonDelegate, TF 2.7",OPEN,0,29,https://github.com/tensorflow/tensorflow/issues/54481,"compiling, compiling_source, device, mobile, command, bazel, gcc, behavior, linux_ubuntu, compiler",14,模型在特定条件下输出有误,,,,,在Hexagon delegate条件下执行自定义模型输出有误
modelcheckpoint behavior change changing weights custom tf keras model,system information written custom opposed stock example script provided os platform distribution linux ubuntu version version current behavior migrating tf tf trying understand best practices comes model saving checkpointing training checkpoint model training able resume training later quoting org keras serialize saving loading models weights values seems given resuming training checkpoint model weights correct specifically following epoch following snippet shown org tutorials keras checkpoint callback usage saves weights made single change changing weights cp ckpt instead data good far however example tf keras sequential model subclass tf keras model instead replicate example model simple tf keras model longer cp ckpt files created callback data files indicating weights great someone explain go checkpointing model savedmodel tf format purpose resuming training specifically models implemented subclassing,2020-08-28T16:26:35Z,"stat:awaiting response, type:bug, stale, comp:keras, TF 2.3",CLOSED,3,17,https://github.com/tensorflow/tensorflow/issues/42741,"tutorial, org, feature, issue, tpu, estimator, column, master, one, also",6,模型保存失败,,,,,ModelCheckpoint行为没有变化
